message,label
the find obtain from thi research could be us to initi intervent strategi to prevent mental health problem,selfCare
access to mental health servic for univers student and social support by other student and their famili member should be promot,selfCare
furthermor screen for mental health find the risk factor for mental health problem and prevent mental health should be consid among univers student especi among student in the public health depart,selfCare
these student ar current studi in the area of health and soon will be the futur group of peopl who work in multidisciplinari team to provid healthcar servic and deal with peopl with health problem therefor the promot of mental health and well be of univers student should be taken into account,selfCare
the program should includ an onlin support counsel center leadership skill train person skill develop and ongo advic and social support from counselor friend and famili member in order to find effect wai to address and prevent mental health problem,selfCare
ethic approv and consent the research propos wa review and approv by the human research ethic committe of univers of phayao no,selfCare
thi studi wa conduct in accord with the declar of helsinki,selfCare
the respond were inform about the object and the data collect method of the studi particip benefit potenti risk of the studi,selfCare
inform written consent wa receiv from the particip prior to start the studi,selfCare
the respond understood that thei could withdraw ani time dure the interview and had the right to withdraw their consent anytim if thei want,selfCare
all respond answer were kept confidenti and survei receiv data collect form had contain identif number without nametag on it,selfCare
the root of wlb go back to the nineteenth centuri when worker and union suc cessfulli campaign against long work hour in factori and it becam appar that a decreas in work hour had no signific impact on product bosworth and hogarth,lifeBalance
dure the earli twentieth centuri the campaign for a maximum cap on work hour wa also reflect in pioneer studi in the field of wlb e,lifeBalance
the studi emphasis the role of motiv human relat and condit under which reduct in work hour mai improv product,lifeBalance
in the us govern of introduc the fair labor standard act with a maximum workload of hour per week us depart of labor,lifeBalance
final in the s compani began to introduc famili friendli polici such as telecommut and flexibl schedul,lifeBalance
even though such polici were origin focus on women in practic thei accommod both women s and men s need,lifeBalance
in thi context the cur rent notion of wlb gain currenc with a view to protect famili life in an increasingli competit workplac and career driven societi parakati,lifeBalance
accord to bosworth and hogarth a number of indic repres the current polici mix in term of wlb i,lifeBalance
health and safeti at work equal a flexibl labour market and intern competit,lifeBalance
todai wlb is recognis as a major issu for both employe and employ to manag,lifeBalance
inde mani of the challeng relat to wlb can be seen as by product of a poorli manag wlb exampl be stress absente retent ill health and moral,lifeBalance
an import factor that affect wlb is demograph chang in societi and labour mar ket,lifeBalance
an exampl of thi is the ag workforc,lifeBalance
the human solut report show that on third of all worker in the us were ag,lifeBalance
those in thi ag bracket ar like to be more suscept to health issu,lifeBalance
howev wlb polici ar equal import to younger worker,lifeBalance
in term of ag smith and gardner show that young employe tend to make more us of wlb polici such as compress work week flexitim and telecommut,lifeBalance
in term of gender allen found that women ar more like to benefit from wlb polici than men mostli for matern and childcar,lifeBalance
clark show how the convent model of male breadwinn and femal homemak ha start to chang sinc the s with an increas focu on the implic of work for the famili and vice versa,lifeBalance
natur the debat surround wlb ha not onli consid the emerg of dual career and singl parent famili it ha also affect how gender equal is theoris and implement as a part of divers manag in organis,lifeBalance
brief and nord identifi a number of factor that have contribut to increas attent to wlb i,lifeBalance
increas number of singl parent increas par ticip of women in the labour market popular of part time and casual work chang worker expect and a substanti growth in the social valu associ with a father s involv within the home,lifeBalance
each of these chang is import in term of how organis manag wlb within their divers manag practic,lifeBalance
manag wlb is particularli import for women as thei ar tradition assum to have and mani of them still have the role of homemak,lifeBalance
thu it is import to consid how chang in work routin and structur affect women s wlb,lifeBalance
inde the debat about wlb cannot be complet without take into account the person and financi situat of women as well as those of other histor disadvantag employe,lifeBalance
from a critic feminist perspect slaughter suggest that women can achiev far better career famili balanc that women can have it all but not until major cultur shift against masculin structur which domin the economi and societi take place slaughter,lifeBalance
zbilgin et al,lifeBalance
recognis that divers manag polici in mani organi sation ar deriv from govern law and direct thu it is import to recognis their impact on wlb,lifeBalance
current equal law and polici regard wlb in the uk ar larg deriv from the matern and parent leav etc,lifeBalance
regul the employ right act and the work and famili act,lifeBalance
offer a compar perspect on matern leav polici across the world,lifeBalance
howev much of the legisl provid onli limit right for work women with care commit ment conaghan and rittich,lifeBalance
thi legisl oversight mai be attribut to an assumpt that a tradit nuclear famili is the norm i,lifeBalance
the male breadwinn and femal homemak model,lifeBalance
howev non tradit form of famili ar becom increasingli common,lifeBalance
for exampl in the us onli around per cent of marri cou ple ar compos of work men and unemploi wive,lifeBalance
in contrast per cent ar head by singl women while nearli per cent of marri famili ar compos of work women and unemploi husband us depart of labor,lifeBalance
thi lack of regard for contemporari social chang ha led to the slow develop of work life balanc and divers initi in organis zbilgin et al,lifeBalance
for femal employe wlb ha been long relat to their dual respons also describ as doubl shift,lifeBalance
accord to a studi in the indian state of kerala most women have a dual role which includ pursu their career and take care of their famili,lifeBalance
thi mai result in work famili conflict thoma,lifeBalance
thoma studi in kerala show that the major problem of wlb is time pressur i,lifeBalance
women do not have enough time to achiev the compet task at work and home,lifeBalance
the amount of work from their full time employ caus them frustrat when thei cannot find suffici time to take care of their famili relat duti,lifeBalance
have these problem while try to balanc their work and life some women choos to gain flexibl by find ing season or part time job,lifeBalance
accord to the uk labour market statist on significantli more women in employ work part time compar to men,lifeBalance
thi suggest that in addit to part time employ non perman employ too mai be a sourc of flexibl for femal employe,lifeBalance
accord to houston and mark a major reason for women particip in part time job is the presenc of children,lifeBalance
childbirth nurs and care tend to perpetu tradit divis of work and care role for most coupl houston and mark,lifeBalance
although the norm of societi ar chang and women ar no longer just housew and men ar not the onli on to work women still take up larg respons in take care of their children,lifeBalance
hakim argu that at least some women do not want to make a choic between work and famili thei want both,lifeBalance
as a matter of fact there ar more women take part time job than men,lifeBalance
howev as note by schaffer you can have it all but not at the same time,lifeBalance
in practic it is a challeng for all employe and women in particular to be a suc cess employe and a success parent carer at the same time,lifeBalance
thi reflect the need to find solut in achiev wlb,lifeBalance
royal bank of scotland rb offer a number of polici that recognis the import of wlb e,lifeBalance
flexibl work and the your time scheme,lifeBalance
the your time scheme recognis the need for unexpect time off work due to emerg famili and other commit,lifeBalance
the scheme won an hr excel award for flexibl,lifeBalance
the scheme amongst other initi ha help rb in be recognis as a famili friendli organis and ha also boost it recruit rb,lifeBalance
discuss what could be some possibl reason for a posit effect of wlb on recruit,lifeBalance
find exampl of wlb polici in organis in your local area or region which mai be compar to the flexibl work facil offer by rb,lifeBalance
an import aspect of wlb is an individu s sexual orient,lifeBalance
increasingli lesbian and gai coupl ar particip in non tradit famili,lifeBalance
some lesbian and gai coupl ar also adopt children and need to balanc their commit at work and their famili,lifeBalance
a failur by an organis to properli facilit lesbian gai bisexu and transgend lgbt individu can leav them feel isol and unwelcom which in turn can lead to job stress and poor wlb,lifeBalance
the out and equal workplac summit report state that a lack of accommod for lgbt person result in the fear of be found out take over from concentr on the job role,lifeBalance
counsel directori statist show that per cent of gai men had been verbal abus within the last five year in the workplac,lifeBalance
organis need to pai attent to creat an inclus environ in which lgbt worker not onli feel valu and safe but also have equal access to the privileg and right avail to other emploi ee such as famili leav partner medic insur and invit to social event,lifeBalance
not all organis pai attent to the wlb relat issu of lgbt employe,lifeBalance
accentur plc howev creat an inclus work environ for it lgbt employe includ the provis of leav and flexibl emploi ment,lifeBalance
accentur is a fortun global compani oper in multin manag consult technolog servic and outsourc,lifeBalance
it incorpo rate headquart ar in dublin ireland,lifeBalance
the compani sponsor sever gai friendli event such as the lgbt workplac summit and the lesbian and gai film festiv in london,lifeBalance
the organis take into account non tradit famili structur and grant equal leav flexibl work and other facil to lgbt employe,lifeBalance
the organis wa vote by lead gai associ as the most lgbt friendli organis to work for,lifeBalance
asid from the acclaim accentur train all employe to understand lgbt individu,lifeBalance
it ha set up a thorough support network so that no on is left feel alon,lifeBalance
thi support ensur lgbt employe can oper to their full abil and ar product member of the organis accentur,lifeBalance
while accentur is an exampl of how an organis should deal with lgbt employe wal mart ha been criticis as an exampl of how not to,lifeBalance
accord to the nation gai and lesbian task forc a gai advocaci group base in washington dc wal mart ha a poor record when it come to gai and lesbian employe,lifeBalance
the advocaci group said that wal mart s polici provid littl to no protect for and at time show hostil toward their lgbt employe,lifeBalance
activist have criticis wal mart for deni employe benefit to same sex partner and for fail to prohibit discrimin base on gender ident harri,lifeBalance
wlb and religion,lifeBalance
religion is a major factor influenc an employe s wlb,lifeBalance
the topic of religion within the workplac often spark debat,lifeBalance
there is a huge controversi grei area for man agement regard what to facilit without disrupt harmoni with individu of divers faith atheist,lifeBalance
the poor manag of religi divers within a wlb context can lead to neg effect for the organis,lifeBalance
the affect individu ar like to be demoralis feel isol and dissoci themselv from the organis,lifeBalance
anoth more gener problem for organis to deal with is individu request time off work whether it be for prayer time or a religi festiv such as the sabbath or eid,lifeBalance
the usual practic in some organis is that ani time lost due to religi commit ment is made up out of contractu hour thu even out ani qualm over bia,lifeBalance
thi practic on the whole seem a fair and justifi method of deal with work religion conflict that aris,lifeBalance
in faith base societi such as israel and saudi arabia special pro vision ar made in government law and organis polici to accommod the religi requir of peopl of jewish islam and other faith,lifeBalance
sav et al,lifeBalance
s qualit studi show how australian muslim men cope with potenti conflict and try to achiev balanc between their work famili and religi role,lifeBalance
the studi show that person cope strategi such as time manag and workplac adjust ar more effect in achiev wlb and cope with conflict as oppos to extern on such as supervi sor support,lifeBalance
the studi show that muslim men in australia us these strate gi to activ achiev wlb while also avoid potenti conflict,lifeBalance
should organis expect their ethnic minor employe to chang their lifestyl and ethnic or faith base practic to fit the organis requir,lifeBalance
what could be a fair boundari line for such expect and adjust,lifeBalance
wlb and intersection,lifeBalance
wlb ha specif implic for peopl who face multipl disadvantag due to two or more layer of ident,lifeBalance
while the overlap of the protect characterist of gender race and disabl is of particular import in term of wlb it is often ignor within legisl and consequ divers manag polici,lifeBalance
while the equal act in the uk take into account intersection as a legal polici thi featur is lack within legisl in the us where same sex partnership ar not cover within the famili and medic leav act which is a central piec of legisla tion govern wlb,lifeBalance
furthermor research suggest that cultur and ethnic can also affect wlb,lifeBalance
in a studi of pakistani and bangladeshi heritag women live in the uk dale observ that these women face greater challeng in achiev a balanc between employ and famili role,lifeBalance
thi mai be attribut not onli to the style of work which is arguabl gear toward western social and capitalist norm but also to the home where tradit expect of women as home maker remain common bradlei et al,lifeBalance
similarli mani other issu aris from intersect and multipl ident mai be ignor within wlb polici which mean that such worker mai not fulli benefit from government or organis wlb initi,lifeBalance
accord to a workplac survei conduct by the nation trade union congress ntuc in singapor per cent of employe do not have enough time for their famili while four in five said thei hardli had ani person time samuel,lifeBalance
sixti per cent of respond said thei did not have support colleagu,lifeBalance
previous the nation valu assess survei in show that singapor resid were more focus on com petit and self interest howev the ntuc survei highlight the need to pai attent to those worker who have to attend to genuin famili need,lifeBalance
samuel argu that mani peopl in singapor will probabl look forward to some sort of legisl encourag work life balanc some thing which mai take time understand adjust and a shift in mind set and valu,lifeBalance
do you think that legal intervent is suffici to encourag and impl ment wlb polici in the workplac,lifeBalance
what other intervent and strate gi mai be need,lifeBalance
wlb is us for all employe,lifeBalance
while the preced section have highlight wlb for certain group it is import to consid that wlb is attract to and us for all employe in term of improv in employe engag and commit,lifeBalance
wasai show that maintain wlb can be a win win strategi help employe to effect handl their person and profession commit and employ to retain skill and engag employe,lifeBalance
inde employe in gener ar attract to organis that treat their employe well and ar flexibl enough to pai attent to individu need and circumst,lifeBalance
baral and bhargava suggest that supervisor sup port and work famili cultur ar posit relat to job satisfact and employe commit,lifeBalance
empir research conduct by smith and gardner suggest that employe who recognis higher level of supervisor support ar more like to us wlb initi,lifeBalance
galinski and johnson suggest that those employe that ar offer flexibl work arrang ar gener more satisfi show more initi and ar more like to remain in the job than worker without access to such arrang,lifeBalance
previou research show that remot work ha a healthi effect on individu and organis perform,lifeBalance
a studi from the univers of texa at austin found that employe who work from home ar abl to add up to seven hour to their work week compar to those who work exclus at the offic,lifeBalance
anoth studi reveal that telecommut mai increas product and decreas absente and employe turnov noonan and glass,lifeBalance
cisco s experi show that the com pani wa abl to enhanc effici product and job satisfact by allow it employe to work remot,lifeBalance
it wa report that per cent of the time save by telecommut wa spent work while per cent wa spent on person busi cisco,lifeBalance
convers wlb if poorli manag can have advers implic for employe and organis,lifeBalance
like neg result attach to a work life imbal ar an increas in famili conflict work relat stress fatigu and health and mental prob lem,lifeBalance
stress alon cost uk busi an estim,lifeBalance
billion a year and a loss of million work dai,lifeBalance
furthermor there will be a probabl decreas in creativ moral product and gener engag hitt et al,lifeBalance
base on her analsysi of macro statist in canada crompton note that per cent of worker describ their live on most dai as quit a bit or extrem stress,lifeBalance
the major of highli stress worker identifi work as their main sourc of stress,lifeBalance
a failur by an organis to properli manag wlb can lead to a work life imbal and consequ neg affect the employe and their product,lifeBalance
research conduct by janssen reveal that per cent of the worker in the studi were not entir happi with their wlb,lifeBalance
there is consider divers in how much time peopl spend at work across oecd countri,lifeBalance
turkei is the countri with by far the highest propor tion of peopl work veri long hour with more than per cent follow by mexico with nearli per cent and israel with nearli a fifth of employe,lifeBalance
overal men spend more hour in paid work and the percentag of male employe work veri long hour across oecd countri is per cent compar with less than per cent for women,lifeBalance
ar the countri with highest work hour per week necessarili the most product and advanc economi,lifeBalance
and to what extent doe a nation cultur of intens work affect wlb in organis,lifeBalance
wai for organis to provid better wlb,lifeBalance
in mani countri there is a wide spread of employ polici on wlb and their take up by employe,lifeBalance
in the uk a recent survei cipd suggest that most employ to per cent depend upon the compani size offer some form of flexibl work ing to their employe,lifeBalance
a wide rang of flexibl work arrang ar offer by employ with part time work per cent the most commonli offer type of flexibl,lifeBalance
about per cent of employ provid a right to request flexibl work for all employe,lifeBalance
work from home on a regular basi per cent is the next most commonli offer flexibl work option,lifeBalance
on the flipsid arrang such as time off to work in the commun ar offer by less than a quarter of employ,lifeBalance
an import wai in which organis mai help all employe particularli women in achiev better wlb is by provid flexibl work arrang,lifeBalance
employe wish to have greater flexibl in term of work hour and take break from work and workplac alison and jeff,lifeBalance
by provid flexibl to employe organis mai give them freedom to choos their time and place of work,lifeBalance
when rais children women or men can be allow to take break and thei can also choos to work at home to save time due to the lack of a commut and thi extra time can be spent with the famili,lifeBalance
flexibl work arrang mean that employe do not necessarili have to resign from their full time job or take part time job henc worri about reduc incom can be reliev,lifeBalance
in other word employe do not have to trade off between their famili and career,lifeBalance
flexibl work arrang howev mai creat some issu for organis when there is a shortag of worker in a particular depart due to the natur or demand of work,lifeBalance
thi is the reason why organis mai have to offer differ incen tive and train to keep employe engag and also to ensur high product,lifeBalance
thi explain why some compani mai be reluct to adopt flexibl work arrang,lifeBalance
pai inequ is often identifi as a problem relat to wlb,lifeBalance
employe in gen eral like to have equal of pai and other condit for flexibl and standard job alison and jeff,lifeBalance
while some employe women in particular try to gain more flexibl by work in non standard job thi mai have a neg impact on their earn,lifeBalance
if the equal pai rule is impos women can have fewer worri about their incom as thei will be sure to receiv salari in accord with the time thei work,lifeBalance
it is howev recognis that even highli paid women and men ar subject to time and stress base conflict between work and home,lifeBalance
the problem with the equal pai rule is that it is hard to measur the contribut of standard worker and non standard worker,lifeBalance
studi find that train opportun ar more like to be avail to full time worker than to those work part time alison and jeff,lifeBalance
moreov full time worker mai have a greater motiv to perform better in their task to gain bonus and promot while for part time worker such option mai not be avail,lifeBalance
each employe mai have her or hi own reason to need wlb,lifeBalance
while some mai need time to take care of their children other mai need financi support or subsidi to pursu further studi,lifeBalance
all of these activ requir time and or monei from the employe,lifeBalance
organis can consid provid financi help or flexibl schedul of work to their employe base on their issu and need,lifeBalance
thi mai also motiv employe to put in more effort becaus thei have reduc person worri,lifeBalance
howev organis mai not be will to spend extra monei on their employe when thei ar not sure whether thi invest will provid suffici return,lifeBalance
misus by peopl who do not realli need flexibl work or subsidi mai happen and other employe mai consid it unfair when thei do not qualifi for such benevol,lifeBalance
organis insight,lifeBalance
mitr corpor,lifeBalance
mitr is a not for profit engin compani charter in the us,lifeBalance
in it wa list among the best compani for work mother by work mother magazin mitr,lifeBalance
the compani is rate as a top employ in term of work famili balanc,lifeBalance
mitr offer flexibl work arrang to it employe both in their work time and work place,lifeBalance
a variabl work schedul is allow and employe can have flexibl work hour subject to compani and custom er need,lifeBalance
these have provid an incent for employe to work there and have cater to their need for flexibl work,lifeBalance
employe face differ problem such as child and elder care financi issu and other famili issu,lifeBalance
in order to help employe achiev wlb mitr ha contract with anoth compani to provid consult inform and referr servic to their employe,lifeBalance
thi is to make sure that their employe ar not under stress without be notic or help,lifeBalance
compani ar respond to pressur from both men and women who demand a balanc life,lifeBalance
work life benefit ar here to stai said an employe of mitr mitr,lifeBalance
it is import that the organis is will to listen to feedback from their employe and appli chang,lifeBalance
employe in mitr requir time awai from work for person matter ar paid for these dai off,lifeBalance
thei ar abl to take paid dai awai from work,lifeBalance
moreov thei can also take up to eight week off as a sabbat for their person busi or develop after seven year of servic,lifeBalance
accord to dian hanf an employe at mitr she decid to join the compani after year of servic in the air forc becaus of compani s wlb polici,lifeBalance
she said that mitr offer the balanc that she need in view of her famili situat young son at home and the need to balanc fam ili and work hanf,lifeBalance
the exampl of mitr show that part time hour ar not the onli solu tion to wlb,lifeBalance
compani can introduc innov and better polici and work arrang so that employe need for wlb ar adequ address while not have an advers impact on their earn,lifeBalance
countri studi wlb in russia,lifeBalance
with increas econom relat with western europ and other countri russia ha in recent year assum a region and global role through it membership in the group of eight g the group of twenti g and asia pacif econom cooper apec,lifeBalance
russia is shape it own uniqu profil in address the major challeng of the twenti first centuri as the chair of apec in and the g in world bank,lifeBalance
given it enorm size in term of area popul and economi it is import to understand how the countri is respond to issu of work life balanc,lifeBalance
the russian popul in wa estim to be million peopl with per cent of the popul between and year of ag,lifeBalance
within thi group approxim per cent ar women,lifeBalance
the countri is current experienc nega tive popul growth,lifeBalance
per cent due to a low birth rate,lifeBalance
per cent,lifeBalance
with a gdp of us,lifeBalance
trillion russia ha in the last few decad move from a central plan economi to a more market base and global integr economi,lifeBalance
econom reform in the s privatis most of industri with notabl except in the energi and defenc relat sector,lifeBalance
howev the privat sector remain sub ject to heavi state regul,lifeBalance
the labour forc is estim to be,lifeBalance
million mostli concentr in servic,lifeBalance
per cent follow by industri,lifeBalance
per cent and agricultur,lifeBalance
per cent,lifeBalance
the current unemploy rate is,lifeBalance
per cent estim cia factbook,lifeBalance
sinc the soviet era the russian feder ha had a long tradit of femal employ and also institut arrang for childcar,lifeBalance
dure the transit period there wa some declin in femal employ and public expenditur on the famili wa also cut ovcharova and papova,lifeBalance
the government famili allow anc is quit low and ha not taken into account the increas cost of childcar,lifeBalance
parent leav is paid for children under month and addit unpaid leav mai be taken until the child is three pailh,lifeBalance
sinc the break up of the soviet union in the develop of famili polici in russia ha experienc the turmoil of transform privatis of enterpris and rise unemploy affect citizen social right and lifestyl teplova,lifeBalance
putin s speech to the nation in exhibit clear pro natalist intent,lifeBalance
not onli were benefit increas but the most import measur the so call mater niti capit wa introduc in give mother the right to attract non monetari benefit,lifeBalance
the matern grant given at childbirth amount to rubl on the condit that the mother had regist with a medic establish dure pregnanc,lifeBalance
for earli registr she wa award an extra rubl council of europ,lifeBalance
accord to zakharov chang in famili polici dure the s led to a short term babi boom in russia which wa mostli due to women give birth to children earlier than plan or catch up with previous postpon birth,lifeBalance
thu despit underfund and turmoil dure transit wlb remain an impor tant featur of government law and organis polici in russia,lifeBalance
in term of health and well be the russian govern through the obligatori medic insur anc system cover medic and emerg care for employe work in the public sector,lifeBalance
contribut ar requir from employe as well as employ for the obligatori medic insur fund,lifeBalance
despit the grow privat health care sector most russian still prefer govern affili hospit which provid free obligatori care,lifeBalance
physic fit centr have becom popular with employe and ar avail throughout major citi engl et al,lifeBalance
there ar also specif provis for parent leav and care of children,lifeBalance
a preg nant woman is legal entitl to paid matern leav of dai befor childbirth and of calendar dai after childbirth,lifeBalance
matern pai come from a govern ment social secur fund to which both employe and employ contribut,lifeBalance
the govern also support a childcar leav programm in which a mother can take off up to three year from her posit to care for her child,lifeBalance
dure thi time she receiv a govern allow equival to half of her annual salari and the com pani guarante her the same level of posit upon her return,lifeBalance
women ar legal protect from dismiss when take matern leav or leav to care for a child engl et al,lifeBalance
in term of flexibl approxim per cent of russian compani offer flexibl work option to full time employe,lifeBalance
in some russian own compani manag prefer to have their staff work within a zone of their effect control thu discour ag remot work arrang,lifeBalance
in term of commut organis help their employe by provid special buse to transport employe to and from the offic,lifeBalance
in some compani some employe particularli those work in field sale job ar provid with compani car engl et al,lifeBalance
accord to the oecd better life index oecd bli the russian feder ha made progress over the last decad in improv the qualiti of life of it citizen,lifeBalance
the bli statist show that peopl in russia work hour a year about per cent higher than the oecd averag of hour,lifeBalance
howev onli,lifeBalance
per cent of employe in russia work veri long hour much lower than the oecd averag of per cent,lifeBalance
while men spend more hour in paid work across the oecd in russia there is hardli ani differ oecd bli,lifeBalance
although organis polici ar a kei factor influenc wlb there ar drive forc behind the decis to implement such polici,lifeBalance
the drive forc identifi in thi chapter ar relat to individu dimens of divers such as gender famili respons sexual orient and demograph and religi background,lifeBalance
in the interest of employe well be and product it is imper for an organis to properli manag wlb,lifeBalance
failur to do thi can result in advers implic not onli for employe but also for organis,lifeBalance
while part time work is often present as a solut to the wlb challeng the disadvantag of part time work is reduct in salari and wage and an advers impact on career trajectori,lifeBalance
clearli econom and societ structur includ organ isat structur remain masculin and ethnocentr thu provid unequ opportun and an imbalanc environ for women and other disadvantag group,lifeBalance
mani women who work part time do so not becaus thei seek lower stress level via reduc job respons but becaus the time demand and rigid sched ul of mani full time posit do not easili enabl individu to meet the demand of their caregiv role,lifeBalance
and in addit to pai anoth issu with part time work is underemploy which is it own sourc of wlb relat stress,lifeBalance
to conclud there ha been an increas demand for a better wlb from emploi ee,lifeBalance
to achiev wlb organis mai develop strategi that deal with the divers need of their employe so that employe can have greater flexibl in their work while the organis too can gain valu from their work,lifeBalance
inde wlb is not just about famili and childcar nor is it about work less,lifeBalance
it is about work smart about be fresh enough to give all on can to both work and home without trade on for the other obu,lifeBalance
on of the first internet pioneer and leader yahoo is current struggl in the fast chang world of technolog,lifeBalance
after the departur of three ceo in a short span of four year a new ceo wa need who could lead the compani into the futur fisman,lifeBalance
on juli marissa mayer wa appoint presid and ceo of yahoo and with her appoint the cor porat s search for direct wa about to end,lifeBalance
marissa mayer then wa the youngest and on of the few women lead ing a fortun compani and probabl the onli on that wa five month pregnant at the time of her appoint,lifeBalance
befor take over at yahoo mayer had join googl in as the compani s first femal engin fisman mclean,lifeBalance
after the appoint as the new ceo of a pregnant woman mani employe at yahoo especi woman thought there wa final someon who understood what it meant to be a mother and work at the same time,lifeBalance
thei seem to be prove wrong,lifeBalance
in march mayer surpris both her employe as well as independ analyst by decre that there will be no longer be a remot work option for yahoo staff,lifeBalance
a compani memo leak to the media state that with effect from june employe would no longer be permit to work remot in order to cre at a more product and connect organis cultur goudreau,lifeBalance
the leak memo read in part to becom the absolut best place to work commun and collabo ration will be import so we need to be work side by side,lifeBalance
that is why it is critic that we ar all present in our offic,lifeBalance
some of the best decis and insight come from hallwai and cafeteria discuss meet new peopl and impromptu team meet,lifeBalance
speed and qualiti ar often sacrif when we work from home,lifeBalance
we need to be on yahoo and that start with physic be togeth,lifeBalance
goudreau thi polici is expect to affect hundr of remot worker,lifeBalance
it wa alleg that the new polici wa aim at get rid of rogu employe while keep onli those deem commit and product fisman weinberg,lifeBalance
after the announc a verit outcri went through the internet caus a debat on wlb,lifeBalance
it wa alleg that more than year after a strong movement toward work life balanc yahoo wa fall back in time,lifeBalance
headlin like boohoo not yahoo ar we move backward on work life balanc,lifeBalance
total trust circul on the internet,lifeBalance
follow yahoo s announc silicon vallei echo with debat on the role and futur of flexibl work in the modern workplac,lifeBalance
current a larg number peopl in silicon vallei work from home or have other flexibl arrang in place weinberg,lifeBalance
overal per cent of us employe work at least on dai from home shah,lifeBalance
howev the question remain as to why yahoo decid to take thi road,lifeBalance
after give birth mayer onli took two week off befor return to her offic,lifeBalance
after the ban on remot work it transpir that she had rent an offic next to her own with a privat nanni for her babi so thei could be close reynold and neild,lifeBalance
that bother mani employe sinc due to the polici thei couldn t work from home and had to leav their babi at home while their ceo enjoi the privileg of a privat nurseri right next to her offic,lifeBalance
thi obvious caus demotiv in the exist staff,lifeBalance
in fact there wa talk of silicon vallei competitor us flexibl schedul as bait to recruit yahoo s competit employe kedleck,lifeBalance
to be fair on should also consid the intend or alleg benefit to be gain from the new polici,lifeBalance
compani in the technolog sector criti calli depend on innov and new develop,lifeBalance
a major argument as emphasis in yahoo s leak memo is that some of the best idea and decis come from hallwai and cafeteria discuss therefor it is import that employe ar present at the workplac,lifeBalance
previou research show that despit modern it and commun facil busi lead er still spend per cent of their time in face to face meet fisman,lifeBalance
the reason for thi is in order to cut through complex agenda and work on new innov idea quit often peopl need to have face to face meet,lifeBalance
the media attent given to the yahoo case show that mani peopl feel affect by work life balanc,lifeBalance
it remain to be seen whether yahoo s new polici lead to success,lifeBalance
it mai be the right choic over the short and medium run given the compani s current econom situat,lifeBalance
howev it long term implic in term of staff turnov motiv and product remain far from certain,lifeBalance
thi case studi can also be analys in the context of current debat on the problem of presente and flexibl work,lifeBalance
presente is gener defin as a tendenc to attend work even when on feel unhealthi,lifeBalance
it appli to employe attend work while sick and also to those employe who rou tine work overtim for the sake of perform monei or corpor citizen ship john simpson,lifeBalance
the yahoo exampl by wai of illustr highlight the ceo s view that peopl need to be physic at work,lifeBalance
i have held what i hope were profession sound interview sit on the floor in the hall outsid my kid dentist s offic schult write,lifeBalance
at work she would get start on an articl onli to have to take a break to call her kid school,lifeBalance
at night she would wake in a panic think of all the stuff she didn t get done,lifeBalance
when she describ her time troubl to a fellow report the report said i don t know how you singl mother do it,lifeBalance
schult ha a husband,lifeBalance
it wa mad schult who is now the director of the better life lab at new america told me recent,lifeBalance
i felt like i couldn t even breath,lifeBalance
i felt like work wa total demand,lifeBalance
i alwai felt behind that i wasn t do enough,lifeBalance
at home i felt like i couldn t be the kind of mother that i thought i should be,lifeBalance
i felt like i wa fall apart at the seam,lifeBalance
when i read schult s book i found myself nod along vigor,lifeBalance
my career as a journalist similarli requir odd hour,lifeBalance
i ve time call from pr peopl to coincid with my commut home sinc that s the onli free time i had to talk,lifeBalance
on a recent cross countri trip to see my parent i spent a dai do my work expens,lifeBalance
constant pressur in my profess ha made me go to great length to minim how much labor i perform outsid of work,lifeBalance
i onc made my boyfriend pai me for the hour i spent book flight and hotel for our vacat,lifeBalance
the reason behind thi mad as schult put it ar familiar and thei re not specif to journal,lifeBalance
american worker especi those in white collar profess ar work longer hour,lifeBalance
women ar often the default chore doer and child tender even in relationship that strive for egalitarian,lifeBalance
the solut from career guru ha histor been to try to squeez both work and life into the overpack tupperwar that is your dai,lifeBalance
check email dure the kid swim meet thei sai or pick up a hobbi to take your mind off work and take up even more time you don t have,lifeBalance
busi worker have been try and fail at these type of hack for decad,lifeBalance
thi fruitless cycl suggest that work life balanc is not independ achiev for most overwork peopl if not outright imposs,lifeBalance
balanc work and life is such an act of subvers of resist that it s realli difficult for individu to do schult said,lifeBalance
the fear is you ll be overlook by your overwork boss and seen as a threat by everyon els,lifeBalance
in the end the pursuit of balanc can itself be exhaust after an arduou workdai peopl feel as if thei should dice up veget and instagram their smile toddler,lifeBalance
in fact some research think that rather than beat yourself up strive to balanc work and life it might be better to simpli embrac the imbal,lifeBalance
to mani american read the research on work life balanc would feel like read their own diari,lifeBalance
the peopl most stricken by work life balanc issu ar perhap expectedli dual earner famili sai marcu butt a manag professor at southern methodist univers,lifeBalance
that is both peopl in the hous have job so there s no on whose job it is to exclus manag the household,lifeBalance
melissa milki a sociolog professor at the univers of toronto ha found that peopl with colleg degre have more work nonwork interfer than those with less educ,lifeBalance
have the freedom to make their own hour doesn t necessarili help american who work long hour either,lifeBalance
in a studi milki and her colleagu found that peopl who work more than hour a week actual have more not fewer work life conflict if thei set their own hour a concept call schedul control,lifeBalance
rather than a salv schedul control mai be indic of work that never end milki and her co author write,lifeBalance
anoth studi state it plainli the most consist famili characterist predict work life imbal is be a parent,lifeBalance
the most consist work characterist predict imbal is hour work,lifeBalance
